(-7.990000000000043, 2.2961704571056174e-07)
(-7.9600000000000435, 2.4381576912979597e-07)
(-7.930000000000044, 2.5889249233301825e-07)
(-7.900000000000045, 2.749015077796457e-07)
(-7.870000000000045, 2.91900465243522e-07)
(-7.840000000000046, 3.0995057909155577e-07)
(-7.810000000000047, 3.291168493291252e-07)
(-7.780000000000047, 3.494682951910022e-07)
(-7.750000000000048, 3.7107820372028755e-07)
(-7.720000000000049, 3.940243937794463e-07)
(-7.690000000000049, 4.183894963816215e-07)
(-7.66000000000005, 4.442612522304046e-07)
(-7.6300000000000505, 4.7173282735624156e-07)
(-7.600000000000051, 5.009031489588978e-07)
(-7.570000000000052, 5.318772616780265e-07)
(-7.540000000000052, 5.647667054020644e-07)
(-7.510000000000053, 5.996899176130555e-07)
(-7.480000000000054, 6.367726592682033e-07)
(-7.450000000000054, 6.761484682149543e-07)
(-7.420000000000055, 7.179591393624563e-07)
(-7.390000000000056, 7.623552362723274e-07)
(-7.360000000000056, 8.094966321703367e-07)
(-7.330000000000057, 8.595530868182877e-07)
(-7.3000000000000576, 9.127048570256591e-07)
(-7.270000000000058, 9.691433461300747e-07)
(-7.240000000000059, 1.02907179289069e-06)
(-7.2100000000000595, 1.0927060039023218e-06)
(-7.18000000000006, 1.1602751304184977e-06)
(-7.150000000000061, 1.232022493358187e-06)
(-7.120000000000061, 1.308206459715855e-06)
(-7.090000000000062, 1.3891013731504032e-06)
(-7.060000000000063, 1.4749985415285494e-06)
(-7.030000000000063, 1.5662072860855858e-06)
(-7.000000000000064, 1.6630560553121398e-06)
(-6.970000000000065, 1.7658936076747622e-06)
(-6.940000000000065, 1.8750902676112347e-06)
(-6.910000000000066, 1.9910392587974e-06)
(-6.8800000000000665, 2.1141581204586757e-06)
(-6.850000000000067, 2.2448902107230495e-06)
(-6.820000000000068, 2.383706303232813e-06)
(-6.790000000000068, 2.53110628245512e-06)
(-6.760000000000069, 2.6876209435755527e-06)
(-6.73000000000007, 2.853813904080127e-06)
(-6.70000000000007, 3.030283633020936e-06)
(-6.670000000000071, 3.2176656064031306e-06)
(-6.640000000000072, 3.4166345955766175e-06)
(-6.610000000000072, 3.6279070965150595e-06)
(-6.580000000000073, 3.852243910418274e-06)
(-6.5500000000000735, 4.090452883076523e-06)
(-6.520000000000074, 4.3433918138768846e-06)
(-6.490000000000075, 4.6119715446657494e-06)
(-6.4600000000000755, 4.897159239458659e-06)
(-6.430000000000076, 5.1999818673209575e-06)
(-6.400000000000077, 5.521529900409661e-06)
(-6.370000000000077, 5.862961240166165e-06)
(-6.340000000000078, 6.225505387313923e-06)
(-6.310000000000079, 6.610467868539693e-06)
(-6.280000000000079, 7.019234937954977e-06)
(-6.25000000000008, 7.453278568325672e-06)
(-6.220000000000081, 7.914161751720883e-06)
(-6.190000000000081, 8.403544127011386e-06)
(-6.160000000000082, 8.923187956089151e-06)
(-6.1300000000000825, 9.474964469458058e-06)
(-6.100000000000083, 1.0060860603511301e-05)
(-6.070000000000084, 1.0682986155363672e-05)
(-6.040000000000084, 1.1343581379219536e-05)
(-6.010000000000085, 1.2045025052698222e-05)
(-5.980000000000086, 1.2789843041982607e-05)
(-5.950000000000086, 1.3580717396211028e-05)
(-5.920000000000087, 1.4420496004530214e-05)
(-5.890000000000088, 1.5312202849893097e-05)
(-5.860000000000088, 1.6259048896682948e-05)
(-5.830000000000089, 1.7264443651687778e-05)
(-5.8000000000000895, 1.8332007439725295e-05)
(-5.77000000000009, 1.9465584437994288e-05)
(-5.740000000000091, 2.066925651655893e-05)
(-5.7100000000000914, 2.1947357933593814e-05)
(-5.680000000000092, 2.3304490940123657e-05)
(-5.650000000000093, 2.474554234888071e-05)
(-5.620000000000093, 2.6275701126787787e-05)
(-5.590000000000094, 2.7900477076236996e-05)
(-5.560000000000095, 2.9625720669446132e-05)
(-5.530000000000095, 3.145764411005558e-05)
(-5.500000000000096, 3.340284369612867e-05)
(-5.470000000000097, 3.5468323564935567e-05)
(-5.440000000000097, 3.766152090556307e-05)
(-5.410000000000098, 3.99903327301665e-05)
(-5.3800000000000985, 4.246314429856568e-05)
(-5.350000000000099, 4.5088859300879136e-05)
(-5.3200000000001, 4.787693190388964e-05)
(-5.2900000000001, 5.083740077893584e-05)
(-5.260000000000101, 5.398092523090092e-05)
(-5.230000000000102, 5.731882356152518e-05)
(-5.200000000000102, 6.0863113801157276e-05)
(-5.170000000000103, 6.46265569574922e-05)
(-5.140000000000104, 6.862270293694905e-05)
(-5.110000000000104, 7.286593930189156e-05)
(-5.080000000000105, 7.737154303955052e-05)
(-5.0500000000001055, 8.215573552949884e-05)
(-5.020000000000106, 8.723574090485631e-05)
(-4.990000000000107, 9.26298480184995e-05)
(-4.960000000000107, 9.835747623565538e-05)
(-4.930000000000108, 0.00010443924528868997)
(-4.900000000000109, 0.00011089704944555745)
(-4.870000000000109, 0.000117754136256365)
(-4.84000000000011, 0.00012503519016149323)
(-4.810000000000111, 0.00013276642125970017)
(-4.780000000000111, 0.00014097565955539793)
(-4.750000000000112, 0.00014969245502116646)
(-4.7200000000001125, 0.00015894818383443976)
(-4.690000000000113, 0.00016877616116828253)
(-4.660000000000114, 0.0001792117609392685)
(-4.6300000000001145, 0.00019029254294067321)
(-4.600000000000115, 0.0002020583878155069)
(-4.570000000000116, 0.00021455164035077967)
(-4.540000000000116, 0.00022781726160492344)
(-4.510000000000117, 0.0002419029904099368)
(-4.480000000000118, 0.0002568595148263464)
(-4.450000000000118, 0.0002727406541589428)
(-4.420000000000119, 0.00028960355218343725)
(-4.39000000000012, 0.00030750888227037976)
(-4.36000000000012, 0.00032652106513608725)
(-4.330000000000121, 0.000346708499993964)
(-4.3000000000001215, 0.00036814380992677975)
(-4.270000000000122, 0.0003909041023492099)
(-4.240000000000123, 0.0004150712454846772)
(-4.210000000000123, 0.00044073216183371233)
(-4.180000000000124, 0.0004679791396722255)
(-4.150000000000125, 0.0004969101636785878)
(-4.120000000000125, 0.0005276292658564774)
(-4.090000000000126, 0.0005602468979895026)
(-4.060000000000127, 0.0005948803269362202)
(-4.030000000000127, 0.0006316540541555504)
(-4.000000000000128, 0.0006707002609327439)
(-3.9700000000001285, 0.0007121592808644328)
(-3.940000000000129, 0.0007561801012538893)
(-3.91000000000013, 0.0008029208951654265)
(-3.8800000000001305, 0.0008525495859897925)
(-3.850000000000131, 0.0009052444464808795)
(-3.8200000000001317, 0.0009611947343403093)
(-3.7900000000001324, 0.0010206013665466918)
(-3.760000000000133, 0.0010836776347542543)
(-3.7300000000001337, 0.0011506499642210954)
(-3.7000000000001343, 0.0012217587188684265)
(-3.670000000000135, 0.0012972590552223773)
(-3.6400000000001356, 0.0013774218281461525)
(-3.610000000000136, 0.0014625345514380772)
(-3.580000000000137, 0.0015529024165412686)
(-3.5500000000001375, 0.0016488493727961906)
(-3.520000000000138, 0.0017507192728579701)
(-3.4900000000001388, 0.001858877087100863)
(-3.4600000000001394, 0.0019737101910413113)
(-3.43000000000014, 0.0020956297300335214)
(-3.4000000000001407, 0.0022250720657199796)
(-3.3700000000001413, 0.0023625003089575713)
(-3.340000000000142, 0.002508405944193104)
(-3.3100000000001426, 0.0026633105505201593)
(-3.2800000000001432, 0.002827767624920541)
(-3.250000000000144, 0.0030023645134731325)
(-3.2200000000001445, 0.00318772445660509)
(-3.190000000000145, 0.0033845087547584862)
(-3.160000000000146, 0.0035934190611558448)
(-3.1300000000001464, 0.003815199808666514)
(-3.100000000000147, 0.00405064077809858)
(-3.0700000000001477, 0.004300579815576966)
(-3.0400000000001484, 0.004565905707004769)
(-3.010000000000149, 0.004847561217946494)
(-2.9800000000001496, 0.0051465463076192375)
(-2.9500000000001503, 0.005463921526020488)
(-2.920000000000151, 0.005800811603566602)
(-2.8900000000001516, 0.006158409242952745)
(-2.860000000000152, 0.0065379791232752504)
(-2.830000000000153, 0.006940862126776581)
(-2.8000000000001535, 0.007368479798869676)
(-2.770000000000154, 0.007822339052381388)
(-2.7400000000001548, 0.008304037127198738)
(-2.7100000000001554, 0.008815266816722844)
(-2.680000000000156, 0.009357821972698521)
(-2.6500000000001567, 0.009933603300110838)
(-2.6200000000001573, 0.010544624453894036)
(-2.590000000000158, 0.011193018449176084)
(-2.5600000000001586, 0.011881044396677032)
(-2.5300000000001592, 0.012611094574667692)
(-2.50000000000016, 0.013385701848565468)
(-2.4700000000001605, 0.014207547448773061)
(-2.440000000000161, 0.015079469116741961)
(-2.410000000000162, 0.016004469628427387)
(-2.3800000000001624, 0.016985725703283272)
(-2.350000000000163, 0.018026597305689784)
(-2.3200000000001637, 0.019130637344177193)
(-2.2900000000001643, 0.020301601771978817)
(-2.260000000000165, 0.02154346009027619)
(-2.2300000000001656, 0.02286040625293395)
(-2.2000000000001663, 0.024256869968540484)
(-2.170000000000167, 0.02573752839209653)
(-2.1400000000001675, 0.027307318194692787)
(-2.110000000000168, 0.028971447994924127)
(-2.080000000000169, 0.0307354111305409)
(-2.0500000000001695, 0.03260499874287104)
(-2.02000000000017, 0.03458631313979932)
(-1.9900000000001707, 0.03668578139547429)
(-1.9600000000001714, 0.03891016913637302)
(-1.930000000000172, 0.041266594453798544)
(-1.9000000000001727, 0.04376254187224615)
(-1.8700000000001733, 0.04640587629127246)
(-1.840000000000174, 0.04920485680546216)
(-1.8100000000001746, 0.05216815029274813)
(-1.7800000000001752, 0.05530484464562746)
(-1.7500000000001759, 0.058624461502692626)
(-1.7200000000001765, 0.06213696831931359)
(-1.6900000000001771, 0.06585278959624996)
(-1.6600000000001778, 0.06978281706344969)
(-1.6300000000001784, 0.07393841859332873)
(-1.600000000000179, 0.0783314455935018)
(-1.5700000000001797, 0.08297423860336317)
(-1.5400000000001803, 0.08787963079225236)
(-1.510000000000181, 0.09306094902943085)
(-1.4800000000001816, 0.09853201216801932)
(-1.4500000000001823, 0.10430712615679938)
(-1.420000000000183, 0.11040107556583045)
(-1.3900000000001835, 0.11682911108475214)
(-1.3600000000001842, 0.1236069325271345)
(-1.3300000000001848, 0.13075066685110004)
(-1.3000000000001855, 0.13827684068664592)
(-1.270000000000186, 0.146202346844706)
(-1.2400000000001867, 0.15454440427326643)
(-1.2100000000001874, 0.16332051092313304)
(-1.180000000000188, 0.17254838899177405)
(-1.1500000000001886, 0.18224592202964973)
(-1.1200000000001893, 0.19243108342131987)
(-1.09000000000019, 0.20312185579520392)
(-1.0600000000001906, 0.21433614097298337)
(-1.0300000000001912, 0.22609166014408122)
(-1.0000000000001918, 0.23840584404415455)
(-0.9700000000001925, 0.2512957130306067)
(-0.9400000000001931, 0.264777747084042)
(-0.9100000000001938, 0.2788677459232072)
(-0.8800000000001944, 0.2935806796026674)
(-0.850000000000195, 0.3089305301669675)
(-0.8200000000001957, 0.3249301251612856)
(-0.7900000000001963, 0.34159096404463773)
(-0.760000000000197, 0.3589230388145376)
(-0.7300000000001976, 0.37693465042751795)
(-0.7000000000001982, 0.3956322228827107)
(-0.6700000000001989, 0.41502011711914033)
(-0.6400000000001995, 0.43510044715363916)
(-0.6100000000002002, 0.45587290114629164)
(-0.5800000000002008, 0.47733457031403326)
(-0.5500000000002014, 0.49947978880961386)
(-0.5200000000002021, 0.522299987831346)
(-0.4900000000002027, 0.54578356731758)
(-0.46000000000020336, 0.5699157885978547)
(-0.430000000000204, 0.5946786913103665)
(-0.40000000000020464, 0.6200510377446)
(-0.3700000000002053, 0.6460082875227744)
(-0.3400000000002059, 0.6725226051911108)
(-0.31000000000020655, 0.6995629028521579)
(-0.2800000000002072, 0.7270949194366756)
(-0.25000000000020783, 0.7550813375960955)
(-0.22000000000020847, 0.7834819385067725)
(-0.1900000000002091, 0.8122537941315129)
(-0.16000000000020975, 0.8413514957022966)
(-0.1300000000002104, 0.8707274163937349)
(-0.10000000000021103, 0.9003320053748353)
(-0.07000000000021167, 0.9301141096833604)
(-0.04000000000021231, 0.9600213196886245)
(-0.01000000000021295, 0.9900003333197877)
(0.01999999999978641, 1.0199973337597175)
(0.04999999999978577, 1.0499583749576662)
(0.07999999999978513, 1.0798297691109178)
(0.10999999999978449, 1.1095584702142167)
(0.13999999999978385, 1.139092447878246)
(0.1699999999997832, 1.168381045870604)
(0.19999999999978257, 1.197375320224695)
(0.22999999999978193, 1.226028352278464)
(0.2599999999997813, 1.2542955326261866)
(0.28999999999978066, 1.2821348126694323)
(0.31999999999978, 1.3095069212124395)
(0.3499999999997794, 1.3363755443361365)
(0.37999999999977874, 1.362707467577859)
(0.4099999999997781, 1.3884726802158727)
(0.43999999999977746, 1.4136444421869507)
(0.4699999999997768, 1.4381993148325873)
(0.4999999999997762, 1.4621171572598337)
(0.5299999999997755, 1.4853810906052)
(0.5599999999997749, 1.5079774328977291)
(0.5899999999997743, 1.529895607527367)
(0.6199999999997736, 1.5511280285379894)
(0.649999999999773, 1.5716699660849645)
(0.6799999999997723, 1.5915193954316684)
(0.7099999999997717, 1.6106768328167012)
(0.7399999999997711, 1.6291451614138972)
(0.7699999999997704, 1.646929450441633)
(0.7999999999997698, 1.6640367702677201)
(0.8299999999997691, 1.6804760061125381)
(0.8599999999997685, 1.6962576726865621)
(0.8899999999997679, 1.711393731818848)
(0.9199999999997672, 1.7258974148489705)
(0.9499999999997666, 1.7397830512738985)
(0.979999999999766, 1.7530659048694508)
(1.0099999999997653, 1.765762018248342)
(1.0399999999997647, 1.777888066577092)
(1.069999999999764, 1.7894612209548915)
(1.0999999999997634, 1.8004990217605448)
(1.1299999999997627, 1.8110192620996002)
(1.159999999999762, 1.8210398813327995)
(1.1899999999997615, 1.8305788685384545)
(1.2199999999997608, 1.8396541756543048)
(1.2499999999997602, 1.8482836399574456)
(1.2799999999997596, 1.8564849154724332)
(1.309999999999759, 1.86427541284595)
(1.3399999999997583, 1.871672247189594)
(1.3699999999997576, 1.8786921933686405)
(1.399999999999757, 1.8853516482022101)
(1.4299999999997564, 1.891666599037478)
(1.4599999999997557, 1.8976525981657693)
(1.489999999999755, 1.9033247425601445)
(1.5199999999997544, 1.9086976584310698)
(1.5499999999997538, 1.913785490117787)
(1.5799999999997532, 1.9186018928570285)
(1.6099999999997525, 1.9231600289968327)
(1.6399999999997519, 1.9274725672506685)
(1.6699999999997512, 1.9315516846151755)
(1.6999999999997506, 1.9354090706030678)
(1.72999999999975, 1.9390559334706823)
(1.7599999999997493, 1.942503008146892)
(1.7899999999997487, 1.9457605655964474)
(1.819999999999748, 1.9488384233759595)
(1.8499999999997474, 1.9517459571646378)
(1.8799999999997468, 1.9544921130743695)
(1.9099999999997461, 1.9570854205647716)
(1.9399999999997455, 1.959534005808409)
(1.9699999999997448, 1.9618456053694646)
(1.9999999999997442, 1.9640275800757987)
(2.0299999999997436, 1.9660869289795815)
(2.059999999999743, 1.9680303033155786)
(2.0899999999997423, 1.969864020378799)
(2.1199999999997416, 1.9715940772546032)
(2.149999999999741, 1.973226164344657)
(2.1799999999997404, 1.9747656786413097)
(2.2099999999997397, 1.976217736711214)
(2.239999999999739, 1.9775871873563027)
(2.2699999999997384, 1.9788786239267429)
(2.299999999999738, 1.980096396266181)
(2.329999999999737, 1.9812446222746365)
(2.3599999999997365, 1.9823271990787754)
(2.389999999999736, 1.9833478138031237)
(2.4199999999997353, 1.9843099539390805)
(2.4499999999997346, 1.9852169173114282)
(2.479999999999734, 1.9860718216444684)
(2.5099999999997333, 1.9868776137319606)
(2.5399999999997327, 1.9876370782167712)
(2.569999999999732, 1.9883528459875708)
(2.5999999999997314, 1.9890274022010934)
(2.6299999999997308, 1.9896630939394173)
(2.65999999999973, 1.9902621375124774)
(2.6899999999997295, 1.9908266254165872)
(2.719999999999729, 1.9913585329601715)
(2.749999999999728, 1.9918597245682035)
(2.7799999999997276, 1.992331959777001)
(2.809999999999727, 1.992776898931133)
(2.8399999999997263, 1.9931961085941619)
(2.8699999999997257, 1.9935910666848828)
(2.899999999999725, 1.99396316735058)
(2.9299999999997244, 1.994313725588631)
(2.9599999999997237, 1.9946439816275707)
(2.989999999999723, 1.994955105078458)
(3.0199999999997225, 1.9952481988671074)
(3.049999999999722, 1.995524302957445)
(3.079999999999721, 1.995784397875911)
(3.1099999999997205, 1.9960294080465206)
(3.13999999999972, 1.9962602049458298)
(3.1699999999997193, 1.9964776100867323)
(3.1999999999997186, 1.9966823978396493)
(3.229999999999718, 1.9968752980993403)
(3.2599999999997173, 1.9970569988052191)
(3.2899999999997167, 1.9972281483227223)
(3.319999999999716, 1.9973893576929451)
(3.3499999999997154, 1.9975412027574437)
(3.379999999999715, 1.9976842261647794)
(3.409999999999714, 1.997818939265077)
(3.4399999999997135, 1.9979458238985757)
(3.469999999999713, 1.9980653340838632)
(3.4999999999997122, 1.9981778976111977)
(3.5299999999997116, 1.9982839175460692)
(3.559999999999711, 1.9983837736478867)
(3.5899999999997103, 1.9984778237084289)
(3.6199999999997097, 1.9985664048144662)
(3.649999999999709, 1.9986498345387336)
(3.6799999999997084, 1.9987284120632087)
(3.7099999999997078, 1.9988024192384608)
(3.739999999999707, 1.9988721215826148)
(3.7699999999997065, 1.9989377692233115)
(3.799999999999706, 1.9989995977858404)
(3.829999999999705, 1.9990578292304737)
(3.8599999999997046, 1.9991126726418509)
(3.889999999999704, 1.9991643249731128)
(3.9199999999997033, 1.9992129717473466)
(3.9499999999997026, 1.9992587877187469)
(3.979999999999702, 1.9993019374957794)
(4.009999999999701, 1.999342576128504)
(4.039999999999701, 1.9993808496620886)
(4.0699999999997, 1.9994168956584448)
(4.099999999999699, 1.999450843687797)
(4.129999999999699, 1.9994828157919011)
(4.159999999999698, 1.999512926920536)
(4.1899999999996975, 1.9995412853427932)
(4.219999999999697, 1.9995679930346064)
(4.249999999999696, 1.9995931460438894)
(4.279999999999696, 1.999616834834557)
(4.309999999999695, 1.9996391446106532)
(4.339999999999694, 1.9996601556217166)
(4.369999999999694, 1.999679943450476)
(4.399999999999693, 1.9996985792838804)
(4.429999999999692, 1.999716130168434)
(4.459999999999692, 1.9997326592507325)
(4.489999999999691, 1.9997482260040595)
(4.5199999999996905, 1.999762886441844)
(4.54999999999969, 1.9997766933187409)
(4.579999999999689, 1.9997896963200443)
(4.609999999999689, 1.9998019422401156)
(4.639999999999688, 1.9998134751504524)
(4.669999999999687, 1.999824336558004)
(4.699999999999687, 1.9998345655542966)
(4.729999999999686, 1.999844198955898)
(4.759999999999685, 1.9998532714367243)
(4.789999999999685, 1.999861815652664)
(4.819999999999684, 1.9998698623589588)
(4.8499999999996835, 1.9998774405207667)
(4.879999999999683, 1.9998845774173004)
(4.909999999999682, 1.9998912987399107)
(4.9399999999996815, 1.9998976286844732)
(4.969999999999681, 1.9999035900383997)
(4.99999999999968, 1.999909204262595)
(5.02999999999968, 1.999914491568647)
(5.059999999999679, 1.9999194709915273)
(5.089999999999678, 1.9999241604580655)
(5.119999999999678, 1.999928576851441)
(5.149999999999677, 1.9999327360719226)
(5.179999999999676, 1.9999366530940776)
(5.209999999999676, 1.9999403420206496)
(5.239999999999675, 1.9999438161333054)
(5.2699999999996745, 1.9999470879404262)
(5.299999999999674, 1.999950169222121)
(5.329999999999673, 1.9999530710726208)
(5.359999999999673, 1.9999558039402028)
(5.389999999999672, 1.9999583776647953)
(5.419999999999671, 1.999960801513393)
(5.449999999999671, 1.9999630842134086)
(5.47999999999967, 1.9999652339840888)
(5.509999999999669, 1.9999672585660964)
(5.539999999999669, 1.9999691652493743)
(5.569999999999668, 1.9999709608993865)
(5.5999999999996675, 1.9999726519818308)
(5.629999999999667, 1.999974244585915)
(5.659999999999666, 1.9999757444462767)
(5.6899999999996655, 1.9999771569636278)
(5.719999999999665, 1.9999784872241964)
(5.749999999999664, 1.9999797400180381)
(5.779999999999664, 1.9999809198562815)
(5.809999999999663, 1.999982030987367)
(5.839999999999662, 1.9999830774123448)
(5.869999999999662, 1.9999840628992769)
(5.899999999999661, 1.999984990996806)
(5.92999999999966, 1.9999858650469298)
(5.95999999999966, 1.9999866881970358)
(5.989999999999659, 1.9999874634112311)
(6.0199999999996585, 1.9999881934810153)
(6.049999999999656, 1.9999888810353328)
(6.079999999999657, 1.999989528550036)
(6.109999999999658, 1.999990138356802)
(6.139999999999656, 1.9999907126515262)
(6.1699999999996535, 1.999991253502231)
(6.199999999999655, 1.9999917628565105)
(6.229999999999656, 1.9999922425485428)
(6.259999999999653, 1.9999926943056963)
(6.289999999999651, 1.999993119754748)
(6.319999999999652, 1.9999935204277413)
(6.349999999999653, 1.9999938977675025)
(6.379999999999651, 1.9999942531328372)
(6.409999999999648, 1.999994587803421)
(6.43999999999965, 1.99999490298441)
(6.469999999999651, 1.999995199810778)
(6.499999999999648, 1.999995479351404)
(6.529999999999646, 1.9999957426129233)
(6.559999999999647, 1.9999959905433484)
(6.589999999999648, 1.9999962240354856)
(6.619999999999646, 1.9999964439301494)
(6.649999999999643, 1.999996651019189)
(6.6799999999996444, 1.999996846048341)
(6.709999999999646, 1.999997029719914)
(6.739999999999643, 1.9999972026953183)
(6.769999999999641, 1.9999973655974466)
(6.799999999999642, 1.9999975190129178)
(6.829999999999643, 1.999997663494189)
(6.859999999999641, 1.999997799561545)
(6.889999999999638, 1.999997927704972)
(6.919999999999639, 1.9999980483859217)
(6.9499999999996405, 1.9999981620389733)
(6.979999999999638, 1.9999982690733984)
(7.009999999999636, 1.9999983698746342)
(7.039999999999637, 1.9999984648056723)
(7.069999999999638, 1.9999985542083654)
(7.0999999999996355, 1.9999986384046582)
(7.129999999999633, 1.9999987176977472)
(7.159999999999634, 1.9999987923731717)
(7.189999999999635, 1.9999988626998433)
(7.219999999999633, 1.9999989289310132)
(7.2499999999996305, 1.9999989913051834)
(7.279999999999632, 1.9999990500469687)
(7.309999999999633, 1.9999991053679018)
(7.33999999999963, 1.9999991574671974)
(7.369999999999628, 1.9999992065324688)
(7.399999999999629, 1.9999992527404031)
(7.42999999999963, 1.999999296257399)
(7.459999999999628, 1.999999337240164)
(7.489999999999625, 1.9999993758362802)
(7.5199999999996265, 1.9999994121847349)
(7.549999999999628, 1.9999994464164215)
(7.579999999999625, 1.999999478654611)
(7.609999999999623, 1.9999995090153955)
(7.639999999999624, 1.9999995376081063)
(7.669999999999625, 1.999999564535708)
(7.699999999999623, 1.999999589895169)
(7.72999999999962, 1.9999996137778104)
(7.759999999999621, 1.9999996362696357)
(7.789999999999623, 1.9999996574516397)
(7.81999999999962, 1.9999996774000999)
(7.849999999999618, 1.9999996961868525)
(7.879999999999619, 1.9999997138795504)
(7.90999999999962, 1.999999730541906)
(7.939999999999618, 1.9999997462339218)
(7.969999999999615, 1.999999761012106)
(7.999999999999616, 1.9999997749296758)
(8.029999999999617, 1.99999978803675)
(8.059999999999615, 1.9999998003805273)
(8.089999999999613, 1.9999998120054592)
(8.119999999999614, 1.999999822953408)
(8.149999999999615, 1.9999998332637983)
(8.179999999999612, 1.9999998429737578)
(8.20999999999961, 1.9999998521182536)
(8.239999999999611, 1.9999998607302154)
(8.269999999999612, 1.9999998688406557)
(8.29999999999961, 1.999999876478781)
(8.329999999999607, 1.9999998836720962)
(8.359999999999609, 1.9999998904465057)
(8.38999999999961, 1.9999998968264041)
(8.419999999999607, 1.9999999028347664)
(8.449999999999605, 1.999999908493229)
(8.479999999999606, 1.999999913822168)
(8.509999999999607, 1.999999918840774)
(8.539999999999605, 1.9999999235671193)
(8.569999999999602, 1.9999999280182235)
(8.599999999999604, 1.9999999322101156)
(8.629999999999605, 1.999999936157891)
(8.659999999999602, 1.999999939875766)
(8.6899999999996, 1.9999999433771287)
(8.719999999999601, 1.999999946674588)
(8.749999999999602, 1.999999949780018)
(8.7799999999996, 1.9999999527046022)
(8.809999999999597, 1.9999999554588717)
(8.839999999999598, 1.999999958052745)
(8.8699999999996, 1.999999960495563)
(8.899999999999597, 1.9999999627961222)
(8.929999999999595, 1.9999999649627074)
(8.959999999999596, 1.9999999670031203)
(8.989999999999597, 1.999999968924709)
(9.019999999999595, 1.9999999707343932)
(9.049999999999592, 1.9999999724386894)
(9.079999999999593, 1.999999974043735)
(9.109999999999594, 1.9999999755553102)
(9.139999999999592, 1.9999999769788581)
(9.16999999999959, 1.999999978319505)
(9.19999999999959, 1.9999999795820789)
(9.229999999999592, 1.999999980771126)
(9.25999999999959, 1.9999999818909284)
(9.289999999999587, 1.9999999829455186)
(9.319999999999588, 1.9999999839386944)
(9.34999999999959, 1.999999984874032)
(9.379999999999587, 1.9999999857548998)
(9.409999999999584, 1.9999999865844698)
(9.439999999999586, 1.9999999873657295)
(9.469999999999587, 1.999999988101492)
(9.499999999999584, 1.999999988794407)
(9.529999999999582, 1.99999998944697)
(9.559999999999583, 1.9999999900615308)
(9.589999999999584, 1.999999990640302)
